Suspect ID,Name,Description,Previous Convictions,Interview Date,Age Group,Crime Type,Arrested,Postcode
S1246,Charles Harris,"female, 5'4"", tracksuit",7,2025-05-10,55+,Bicycle theft,Yes,NW2 7GD
S0165,Mary Allen,"female, 5'11"", red jacket",11,2025-07-24,18-24,Bicycle theft,No,EC1Y 0UH
S1129,Ava Garcia,"male, 5'7"", baseball cap",5,2025-06-27,55+,Bicycle theft,No,DA7 4PR
S1056,David Hill,"male, 5'6"", baseball cap",5,2025-07-04,45-54,Theft from the person,Yes,TW12 1QZ
S0045,Helen Nelson,"male, 5'11"", red jacket",17,2025-05-01,45-54,Theft from the person,No,SE26 5FX
S1432,Richard Smith,"female, 5'5"", red jacket",14,2025-06-25,55+,Bicycle theft,Yes,E11 2LZ
S1221,Robert Garcia,"female, 5'8"", red jacket",16,2025-06-13,55+,Theft from the person,Yes,SW1P 2JA
S1326,Sandra Taylor,"male, 6'1"", black hoodie",8,2025-05-02,18-24,Theft from the person,Yes,W14 8QY
S0390,Isabella Miller,"male, 5'5"", black hoodie",3,2025-07-14,35-44,Bicycle theft,Yes,SW19 7DR
S1169,Anthony Clark,"female, 5'7"", baseball cap",12,2025-07-08,35-44,Bicycle theft,No,TW9 1UA
S1104,Paul Sanchez,"female, 5'10"", blue jeans",21,2025-07-07,35-44,Bicycle theft,Yes,UB2 5RJ
S1471,Barbara Martin,"female, 6'0"", baseball cap",17,2025-05-03,18-24,Theft from the person,Yes,SE5 9YT
S1479,Mark Lee,"male, 5'4"", dark coat",23,2025-07-20,18-24,Theft from the person,Yes,KT4 8XZ
S1229,Jessica Harris,"male, 5'4"", black hoodie",17,2025-05-15,25-34,Theft from the person,No,DA7 4QS
S1495,Patricia Walker,"male, 5'6"", black hoodie",13,2025-05-20,35-44,Theft from the person,No,E16 4NY
S0511,Mark Rivera,"male, 5'8"", dark coat",3,2025-05-05,45-54,Theft from the person,Yes,N21 9HJ
S1140,Sandra Thomas,"female, 6'1"", baseball cap",11,2025-06-29,25-34,Theft from the person,No,E17 0RD
S1054,Michael Flores,"male, 5'4"", denim jacket",13,2025-07-25,55+,Bicycle theft,No,EN4 8NH
S0935,Joshua Taylor,"male, 5'6"", denim jacket",13,2025-05-31,55+,Bicycle theft,Yes,SE23 2NR
S0478,Joseph Carter,"female, 5'7"", white t-shirt",1,2025-07-11,55+,Theft from the person,No,N20 8QS
S0469,Linda Martinez,"female, 5'10"", tracksuit",0,2025-06-26,35-44,Bicycle theft,No,SM1 9NB
S1205,Lisa Thompson,"male, 6'2"", tracksuit",2,2025-07-01,55+,Bicycle theft,No,WC2N 6EQ
S0446,Christopher Thomas,"female, 5'7"", baseball cap",18,2025-07-10,35-44,Bicycle theft,No,NW10 5WH
S0282,Nancy Garcia,"female, 5'9"", denim jacket",9,2025-05-29,35-44,Bicycle theft,No,BR1 1EP
S1195,Donna Thompson,"male, 5'9"", grey sweater",8,2025-07-08,35-44,Bicycle theft,Yes,WC2E 9TE
S0813,Donald Brown,"male, 5'7"", tracksuit",6,2025-05-24,25-34,Theft from the person,Yes,SM4 4BH
S0033,Mary Nguyen,"male, 5'6"", black hoodie",12,2025-07-30,45-54,Theft from the person,No,SW7 4SA
S0216,Olivia Martin,"male, 5'5"", baseball cap",17,2025-06-24,55+,Theft from the person,Yes,W14 9TZ
S0337,Olivia Lee,"male, 6'0"", black hoodie",3,2025-07-28,25-34,Bicycle theft,No,UB4 9YR
S0616,Michelle Hall,"male, 5'8"", blue jeans",9,2025-06-03,35-44,Bicycle theft,Yes,E11 9GD
S0440,Ruth Lopez,"male, 5'5"", black hoodie",14,2025-06-07,55+,Bicycle theft,Yes,SE16 7EA
S1070,Jennifer Campbell,"female, 5'5"", black hoodie",6,2025-07-19,35-44,Theft from the person,Yes,E2 6EL
S1161,Mary Flores,"male, 5'10"", baseball cap",8,2025-06-30,25-34,Theft from the person,Yes,HA9 6SW
S1382,Amelia Flores,"female, 5'6"", white t-shirt",11,2025-06-17,25-34,Bicycle theft,Yes,SE20 8AN
S0125,Donald Lopez,"female, 6'0"", blue jeans",11,2025-05-10,55+,Bicycle theft,No,E10 6ZB
S0067,Evelyn Thomas,"female, 5'9"", dark coat",1,2025-05-05,45-54,Bicycle theft,Yes,SW1P 2HR
S1284,Mark Baker,"male, 5'5"", leather jacket",10,2025-05-03,45-54,Bicycle theft,Yes,TW11 1EA
S0300,Richard Allen,"female, 6'0"", dark coat",3,2025-07-20,25-34,Theft from the person,Yes,EC2V 5AE
S0911,Barbara Wright,"male, 5'7"", denim jacket",11,2025-06-27,55+,Bicycle theft,Yes,N1C 4AU
S0313,Richard Sanchez,"female, 5'10"", baseball cap",16,2025-05-17,35-44,Bicycle theft,Yes,KT2 6YA
S0911,Barbara Wright,"male, 5'7"", denim jacket",15,2025-05-30,35-44,Bicycle theft,No,W2 7SG
S1445,Donna Martin,"male, 6'2"", tracksuit",11,2025-07-25,25-34,Theft from the person,No,N9 1FG
S1036,Mark Hernandez,"female, 5'8"", white t-shirt",5,2025-05-08,45-54,Theft from the person,Yes,BR7 6LP
S0005,Patricia Torres,"female, 6'1"", leather jacket",13,2025-05-16,55+,Bicycle theft,Yes,N17 6QD
S1444,Richard Thomas,"male, 5'11"", dark coat",43,2025-07-23,35-44,Theft from the person,No,W1J 0BE
S0030,Daniel Green,"male, 5'8"", grey sweater",12,2025-05-09,25-34,Theft from the person,Yes,EC2M 4UA
S0749,Emma Johnson,"female, 5'7"", red jacket",9,2025-05-19,35-44,Theft from the person,No,EC2V 5EY
S0905,Sophia Torres,"female, 5'9"", black hoodie",5,2025-05-03,55+,Theft from the person,Yes,BR7 5EB
S0046,Ruth Lee,"female, 6'1"", baseball cap",1,2025-07-08,35-44,Bicycle theft,Yes,RM5 2NE
S0331,Helen Torres,"female, 6'0"", white t-shirt",10,2025-06-20,18-24,Theft from the person,No,KT1 9RT
S1432,Richard Smith,"female, 5'5"", red jacket",31,2025-07-04,25-34,Bicycle theft,Yes,CR4 3QG
S1058,Joseph Baker,"female, 5'10"", leather jacket",8,2025-07-09,35-44,Theft from the person,No,IG1 4UU
S1492,Richard Smith,"female, 5'6"", black hoodie",9,2025-06-17,35-44,Bicycle theft,No,RM7 0DB
S0265,Helen Miller,"male, 6'1"", denim jacket",12,2025-06-23,35-44,Bicycle theft,No,SE20 8TT
S0385,Ava Harris,"female, 5'6"", leather jacket",6,2025-05-28,55+,Theft from the person,No,E15 3FR
S0054,Carol Sanchez,"male, 5'6"", tracksuit",5,2025-06-05,35-44,Bicycle theft,Yes,CR2 3AJ
S0882,Richard Lopez,"male, 5'8"", dark coat",12,2025-07-20,45-54,Bicycle theft,Yes,WC2R 3JB
S0509,Paul Johnson,"female, 5'7"", white t-shirt",14,2025-05-31,18-24,Bicycle theft,No,BR6 0YB
S0562,Richard Lopez,"female, 6'0"", tracksuit",6,2025-06-13,25-34,Theft from the person,No,NW10 0XB
S0854,Andrew Thomas,"male, 5'7"", white t-shirt",15,2025-06-13,45-54,Theft from the person,Yes,HA8 0DZ
S0760,Anthony Moore,"male, 6'1"", black hoodie",9,2025-05-26,35-44,Bicycle theft,Yes,E1 0AS
S1099,Sharon Taylor,"female, 5'4"", white t-shirt",3,2025-07-06,55+,Bicycle theft,Yes,E3 4FN
S1473,David Clark,"male, 5'10"", dark coat",16,2025-05-30,55+,Theft from the person,Yes,SE1P 4FL
S1357,Mark Rodriguez,"male, 5'11"", leather jacket",12,2025-06-16,55+,Theft from the person,Yes,E1 2RS
S0176,Susan Thompson,"male, 5'11"", grey sweater",3,2025-05-03,35-44,Bicycle theft,No,SM1 2SH
S1288,Matthew Nguyen,"male, 5'8"", grey sweater",14,2025-06-02,25-34,Bicycle theft,No,SM3 8HD
S0299,William Hall,"male, 5'9"", white t-shirt",4,2025-06-02,45-54,Bicycle theft,No,N9 7XG
S0409,Donna Williams,"male, 6'1"", black hoodie",1,2025-05-11,18-24,Bicycle theft,No,E1 0NA
S0661,Sharon Roberts,"male, 5'7"", black hoodie",24,2025-05-04,18-24,Bicycle theft,No,HA2 7HL
S0070,David Perez,"female, 6'2"", red jacket",18,2025-07-26,18-24,Theft from the person,No,E3 5AQ
S1324,William Young,"male, 5'10"", dark coat",16,2025-05-21,55+,Theft from the person,No,N22 4NA
S0873,Sharon Hill,"male, 5'5"", white t-shirt",14,2025-07-01,35-44,Bicycle theft,No,SE9 9HT
S0289,Matthew Garcia,"male, 6'1"", baseball cap",15,2025-05-23,18-24,Bicycle theft,Yes,SE9 2TZ
S1077,Lisa Anderson,"female, 5'8"", black hoodie",7,2025-06-09,45-54,Bicycle theft,Yes,E3 4JQ
S1172,Thomas Martin,"female, 5'6"", black hoodie",11,2025-07-10,55+,Bicycle theft,Yes,TN16 9DZ
S1229,Jessica Harris,"male, 5'4"", black hoodie",33,2025-07-07,25-34,Theft from the person,No,SE9 5ET
S0805,Susan Miller,"female, 5'7"", red jacket",10,2025-05-30,45-54,Theft from the person,Yes,UB5 9PY
S1191,Sarah Rodriguez,"female, 5'8"", red jacket",23,2025-05-03,25-34,Bicycle theft,No,EN1 9FA
S0307,Anthony Nelson,"female, 5'8"", tracksuit",10,2025-06-23,35-44,Bicycle theft,No,CR2 0SA
S0422,Lisa Gonzalez,"female, 6'1"", red jacket",20,2025-06-18,55+,Theft from the person,Yes,E3 5JB
S1351,James Brown,"male, 6'0"", white t-shirt",9,2025-05-10,45-54,Bicycle theft,Yes,SE1 2PN
S0111,Daniel Hernandez,"female, 6'0"", baseball cap",17,2025-07-01,45-54,Theft from the person,No,UB3 5LS
S0305,William Baker,"female, 5'5"", grey sweater",13,2025-05-04,35-44,Theft from the person,No,SE15 4RE
S1081,Charles Baker,"male, 5'7"", grey sweater",26,2025-06-11,55+,Bicycle theft,Yes,E10 6JT
S1266,Charles Wilson,"male, 5'8"", leather jacket",27,2025-07-18,18-24,Bicycle theft,Yes,NW1 4RB
S1242,Sandra Lee,"male, 5'10"", denim jacket",8,2025-06-12,25-34,Bicycle theft,Yes,W1R 0HW
S1121,Charles Nelson,"male, 6'2"", grey sweater",3,2025-07-26,55+,Theft from the person,Yes,RM12 5DQ
S1071,Charlotte Nelson,"female, 5'6"", denim jacket",37,2025-07-12,55+,Theft from the person,Yes,SW11 6RR
S1059,Michael Davis,"male, 5'5"", blue jeans",17,2025-07-20,18-24,Bicycle theft,No,N4 1QH
S0565,Emma Carter,"female, 6'2"", dark coat",7,2025-05-19,18-24,Bicycle theft,Yes,SW16 3HB
S1042,Charlotte Lee,"male, 6'1"", tracksuit",7,2025-05-19,25-34,Theft from the person,No,CR0 7SA
S0897,Daniel Gonzalez,"male, 5'6"", white t-shirt",9,2025-05-30,18-24,Bicycle theft,No,UB6 8JN
S1205,Lisa Thompson,"male, 6'2"", tracksuit",9,2025-05-28,18-24,Bicycle theft,No,UB9 5DZ
S0794,Betty Nguyen,"male, 6'1"", grey sweater",1,2025-07-27,25-34,Bicycle theft,No,W1P 6BD
S1482,Jessica Martin,"male, 5'5"", dark coat",12,2025-05-27,45-54,Theft from the person,Yes,SW6 9GG
S0951,Mary Baker,"male, 5'5"", baseball cap",13,2025-06-24,55+,Theft from the person,Yes,E2 0JZ
S0234,Donald Anderson,"female, 5'6"", grey sweater",19,2025-06-16,55+,Bicycle theft,No,EC2A 3RX
S1475,Susan Thomas,"female, 5'9"", white t-shirt",35,2025-06-22,25-34,Theft from the person,No,HA1 3JL
S1294,Carol Lopez,"male, 6'1"", black hoodie",20,2025-06-10,45-54,Bicycle theft,Yes,N15 4FJ
S1484,Andrew Clark,"female, 5'7"", grey sweater",16,2025-05-08,55+,Theft from the person,No,HA2 6RA
S1483,Helen Flores,"female, 6'1"", baseball cap",27,2025-07-15,45-54,Bicycle theft,No,W11 1AE
S0739,Helen Hill,"male, 5'9"", blue jeans",7,2025-06-12,35-44,Bicycle theft,No,N16 1FJ
S1479,Mark Lee,"male, 5'4"", dark coat",32,2025-05-20,35-44,Bicycle theft,Yes,W6 0RE
S1384,Donna Perez,"male, 5'6"", grey sweater",14,2025-07-19,35-44,Theft from the person,Yes,WC1H 0YB
S0906,Barbara Nguyen,"female, 6'0"", red jacket",13,2025-07-09,55+,Theft from the person,No,W1U 6NS
S0562,Richard Lopez,"female, 6'0"", tracksuit",5,2025-05-18,45-54,Bicycle theft,No,EN1 9AG
S1470,Charlotte Brown,"male, 5'6"", baseball cap",21,2025-06-26,55+,Bicycle theft,Yes,N13 4BU
S0449,Mia White,"male, 5'9"", denim jacket",23,2025-06-13,25-34,Theft from the person,No,BR1 3UB
S0020,Barbara Williams,"female, 5'8"", black hoodie",5,2025-07-07,45-54,Bicycle theft,Yes,SW6 1WF
S0277,Anthony Torres,"male, 5'4"", dark coat",7,2025-06-13,55+,Theft from the person,No,SW1W 0EY
S1456,Jessica Hernandez,"male, 5'5"", denim jacket",17,2025-07-04,18-24,Theft from the person,Yes,W7 2JG
S1472,Barbara Martin,"female, 6'1"", leather jacket",9,2025-05-05,45-54,Theft from the person,Yes,KT1 3DU
S0276,Carol King,"male, 5'10"", baseball cap",6,2025-05-02,55+,Bicycle theft,No,E14 1GD
S1195,Donna Thompson,"male, 5'9"", grey sweater",16,2025-06-17,25-34,Bicycle theft,No,N16 1GZ
S0013,Nancy Hall,"female, 6'2"", blue jeans",15,2025-07-17,45-54,Bicycle theft,No,W1G 6LN
S0218,Daniel Torres,"male, 5'6"", tracksuit",8,2025-07-04,55+,Bicycle theft,No,SE1P 4YG
S1444,Richard Thomas,"male, 5'11"", dark coat",35,2025-07-21,45-54,Theft from the person,No,E6 9GY
S1151,Lisa Campbell,"female, 5'4"", dark coat",6,2025-07-04,35-44,Theft from the person,Yes,DA16 2NL
S0979,Daniel Wright,"female, 5'11"", red jacket",10,2025-07-27,45-54,Bicycle theft,Yes,KT1 9WH
S1120,Sandra Hernandez,"male, 5'5"", baseball cap",1,2025-05-05,35-44,Bicycle theft,Yes,EN1 3GF
S0520,Sophia Sanchez,"male, 5'10"", blue jeans",2,2025-07-23,25-34,Theft from the person,Yes,HA7 1RN
S0965,Paul Harris,"male, 6'1"", blue jeans",17,2025-06-13,25-34,Bicycle theft,Yes,TW6 2FG
S1325,Thomas Sanchez,"male, 5'8"", blue jeans",16,2025-06-25,25-34,Theft from the person,Yes,W1Y 6LR
S0227,Jennifer Anderson,"male, 5'10"", blue jeans",9,2025-06-19,18-24,Bicycle theft,Yes,N21 3AU
S1110,Steven Flores,"male, 6'1"", grey sweater",15,2025-07-27,35-44,Theft from the person,No,W6 0NU
S0448,Michelle Davis,"male, 6'0"", grey sweater",10,2025-06-08,35-44,Bicycle theft,No,SW19 3WE
S1420,Nancy Hernandez,"male, 5'7"", blue jeans",6,2025-07-07,25-34,Theft from the person,Yes,NW1 4AP
S0233,Amelia Miller,"female, 5'8"", denim jacket",3,2025-06-18,55+,Bicycle theft,No,N8 8HF
S1314,Sandra Thompson,"female, 5'7"", dark coat",28,2025-06-23,18-24,Theft from the person,No,HA3 7ST
S0072,Steven Clark,"male, 5'6"", baseball cap",4,2025-05-06,55+,Bicycle theft,No,W6 6NY
S0118,Emma Johnson,"male, 5'6"", denim jacket",5,2025-06-09,55+,Theft from the person,No,SW16 4JF
S0412,Betty Ramirez,"female, 5'9"", red jacket",11,2025-05-27,45-54,Bicycle theft,Yes,EC2R 7AD
S1203,Olivia Adams,"male, 5'11"", red jacket",0,2025-05-27,35-44,Bicycle theft,No,E2 0EN
S1132,Donna Allen,"male, 5'11"", baseball cap",15,2025-06-28,45-54,Theft from the person,No,E5 8DB
S0275,Barbara Rivera,"male, 5'9"", leather jacket",19,2025-07-11,55+,Bicycle theft,No,W1A 7JS
S1305,Sarah Green,"female, 5'4"", leather jacket",14,2025-05-09,55+,Theft from the person,No,HA9 8EZ
S0692,Robert Taylor,"female, 5'6"", leather jacket",14,2025-06-12,45-54,Bicycle theft,No,TW1 4RG
S0687,Christopher Miller,"female, 5'6"", red jacket",9,2025-05-30,55+,Bicycle theft,Yes,TW2 7ZR
S1050,Joseph Robinson,"male, 5'9"", red jacket",9,2025-07-21,18-24,Bicycle theft,Yes,SW15 6ET
S1362,Sarah Robinson,"female, 5'9"", baseball cap",4,2025-06-17,45-54,Bicycle theft,No,SM2 6PW
S1477,Michelle Lopez,"female, 5'11"", blue jeans",3,2025-05-09,35-44,Bicycle theft,Yes,SE15 1EQ
S1301,Sophia Garcia,"male, 5'4"", blue jeans",4,2025-05-21,45-54,Theft from the person,No,SE16 2WJ
S1174,Jessica Young,"female, 5'4"", dark coat",24,2025-07-17,45-54,Bicycle theft,No,SW19 4WN
S1338,Karen Johnson,"male, 5'4"", leather jacket",3,2025-05-15,25-34,Theft from the person,No,BR1 1BQ
S0623,Mia Lopez,"male, 6'0"", red jacket",7,2025-07-27,55+,Bicycle theft,Yes,N22 9LB
S0585,Steven Davis,"female, 6'0"", baseball cap",0,2025-05-17,25-34,Bicycle theft,No,NW9 9QP
S0445,Richard Jones,"female, 5'11"", denim jacket",12,2025-07-15,45-54,Theft from the person,Yes,EC1A 1YT
S1456,Jessica Hernandez,"male, 5'5"", denim jacket",25,2025-05-30,55+,Theft from the person,No,SM2 5TE
S1426,Helen Hill,"male, 5'4"", grey sweater",11,2025-07-22,25-34,Theft from the person,Yes,SW1E 5TD
S0905,Sophia Torres,"female, 5'9"", black hoodie",13,2025-05-06,55+,Theft from the person,Yes,W1K 2PQ
S1152,Donald Williams,"female, 5'9"", tracksuit",5,2025-07-03,25-34,Theft from the person,No,NW1 9RH
S0306,Mia Johnson,"female, 5'10"", red jacket",17,2025-05-20,18-24,Bicycle theft,Yes,IG6 2TU
S0185,Evelyn Campbell,"female, 5'6"", red jacket",10,2025-05-19,35-44,Theft from the person,Yes,EC1V 1QD
S0231,Michelle Nelson,"male, 5'11"", leather jacket",11,2025-05-30,25-34,Bicycle theft,Yes,UB6 9UN
S1368,Carol Garcia,"male, 5'5"", baseball cap",18,2025-06-07,18-24,Bicycle theft,Yes,UB1 9PQ
S0353,Harper Davis,"female, 5'7"", blue jeans",19,2025-05-15,35-44,Bicycle theft,No,KT9 1YT
S0410,Joshua Harris,"male, 5'11"", baseball cap",15,2025-06-30,18-24,Bicycle theft,Yes,W12 7LB
S0546,Nancy Thomas,"male, 5'10"", red jacket",17,2025-05-19,35-44,Theft from the person,Yes,N17 8LF
S0073,Karen Garcia,"female, 6'2"", blue jeans",12,2025-06-30,55+,Bicycle theft,Yes,SW5 9GQ
S1375,Charlotte Anderson,"female, 5'9"", black hoodie",15,2025-06-10,35-44,Bicycle theft,No,EN5 4AR
S1064,Anthony Wright,"male, 6'2"", red jacket",15,2025-06-03,25-34,Bicycle theft,Yes,W3 9XX
S1394,Daniel Perez,"female, 5'9"", black hoodie",8,2025-07-09,35-44,Bicycle theft,Yes,TW11 9SN
S1168,David Ramirez,"male, 5'7"", denim jacket",19,2025-06-03,55+,Bicycle theft,No,SE1 0QX
S0868,Linda Flores,"female, 5'6"", black hoodie",2,2025-07-13,55+,Bicycle theft,Yes,N7 8YX
S0096,Sharon Sanchez,"male, 6'2"", grey sweater",8,2025-07-30,18-24,Theft from the person,Yes,W1Y 9FE
S1358,Thomas Hall,"male, 5'7"", dark coat",8,2025-07-27,45-54,Theft from the person,No,SW9 6LN
S0408,Amelia Carter,"female, 6'2"", blue jeans",13,2025-05-08,25-34,Bicycle theft,Yes,DA1 4LZ
S1482,Jessica Martin,"male, 5'5"", dark coat",12,2025-06-02,45-54,Theft from the person,No,NW9 6WD
S1342,Mia Smith,"female, 6'1"", blue jeans",26,2025-06-02,55+,Theft from the person,No,TW8 1AJ
S1008,Donald Rodriguez,"male, 5'9"", dark coat",2,2025-05-12,18-24,Theft from the person,No,NW9 5NF
S1453,Carol Campbell,"female, 6'1"", white t-shirt",14,2025-07-08,35-44,Theft from the person,Yes,N10 1ED
S0259,Joseph Campbell,"male, 5'7"", leather jacket",8,2025-07-14,25-34,Bicycle theft,No,SW19 4TY
S0095,Harper Ramirez,"female, 5'6"", grey sweater",2,2025-06-10,45-54,Bicycle theft,Yes,EC1V 0PD
S0503,Emma Mitchell,"male, 5'11"", red jacket",4,2025-05-13,25-34,Theft from the person,No,E5 0AD
S1137,Patricia Campbell,"female, 5'9"", blue jeans",14,2025-06-12,35-44,Theft from the person,Yes,HA1 2ND
S1322,Barbara Young,"female, 5'10"", red jacket",18,2025-06-09,45-54,Theft from the person,Yes,EC4A 3AY
S0921,Paul Johnson,"female, 5'11"", leather jacket",13,2025-06-05,45-54,Theft from the person,Yes,CR3 3HB
S0577,Mary Lee,"male, 6'1"", white t-shirt",15,2025-06-03,55+,Bicycle theft,No,NW3 1NT
S1075,John Taylor,"male, 5'6"", black hoodie",24,2025-07-13,35-44,Theft from the person,Yes,W1R 5LP
S0975,Matthew Rodriguez,"female, 6'1"", grey sweater",8,2025-05-13,45-54,Bicycle theft,No,SE9 2RN
S1441,Michelle Perez,"male, 5'9"", black hoodie",14,2025-05-06,55+,Bicycle theft,Yes,SW6 2ND
S0372,Michelle Taylor,"female, 6'2"", leather jacket",20,2025-06-05,45-54,Theft from the person,No,NW1 5BU
S1247,Sandra Ramirez,"male, 5'11"", tracksuit",16,2025-06-24,35-44,Bicycle theft,Yes,HA2 8UR
S1184,Harper Lewis,"female, 5'11"", leather jacket",14,2025-06-29,55+,Bicycle theft,Yes,UB6 7ZJ
S1401,Olivia Wright,"male, 5'7"", red jacket",25,2025-06-06,25-34,Bicycle theft,Yes,KT6 4LZ
S0848,Barbara Anderson,"female, 5'9"", tracksuit",12,2025-06-05,35-44,Bicycle theft,Yes,E6 6AQ
S1364,Olivia Hernandez,"male, 5'10"", blue jeans",15,2025-05-02,18-24,Bicycle theft,No,SW11 3HT
S1190,David Lopez,"female, 5'11"", black hoodie",9,2025-07-18,18-24,Theft from the person,No,KT6 4UW
S1270,Sandra Roberts,"female, 5'4"", leather jacket",17,2025-05-01,25-34,Bicycle theft,No,E1 4JN
S1314,Sandra Thompson,"female, 5'7"", dark coat",13,2025-07-10,18-24,Bicycle theft,Yes,SE11 4NQ
S0562,Richard Lopez,"female, 6'0"", tracksuit",5,2025-07-08,45-54,Bicycle theft,Yes,EC1N 2NN
S1227,Robert Davis,"male, 5'6"", white t-shirt",16,2025-07-10,45-54,Bicycle theft,No,SE10 8SS
S1032,Emma Martin,"male, 6'0"", tracksuit",7,2025-07-14,25-34,Bicycle theft,No,E1 9SX
S1186,John Miller,"male, 5'6"", grey sweater",9,2025-07-19,25-34,Bicycle theft,No,EC1M 5QH
S1174,Jessica Young,"female, 5'4"", dark coat",19,2025-05-04,45-54,Bicycle theft,Yes,SE3 9NZ
S0107,Christopher Flores,"male, 6'1"", dark coat",14,2025-06-09,25-34,Theft from the person,Yes,RM1 1QJ
S0429,Andrew Carter,"male, 5'5"", black hoodie",2,2025-07-04,55+,Bicycle theft,Yes,SE1 5UB
S0228,Lisa Robinson,"female, 6'0"", leather jacket",4,2025-07-26,25-34,Bicycle theft,Yes,SE1 3RE
S0120,Charles Torres,"female, 6'2"", blue jeans",14,2025-05-09,25-34,Theft from the person,No,EN3 5BQ
S1491,Mia Wilson,"female, 5'5"", white t-shirt",14,2025-07-31,55+,Bicycle theft,No,W3 9RS
S1479,Mark Lee,"male, 5'4"", dark coat",60,2025-06-30,45-54,Bicycle theft,Yes,CR2 3PE
S1348,William Scott,"female, 6'1"", red jacket",15,2025-06-27,45-54,Bicycle theft,Yes,NW10 0AR
S0492,Ruth Martin,"female, 5'11"", black hoodie",10,2025-05-17,55+,Bicycle theft,No,SE9 1AN
S1254,Linda Perez,"female, 5'5"", leather jacket",23,2025-06-12,45-54,Bicycle theft,No,N1 8QG
S1462,Isabella Carter,"male, 5'11"", dark coat",31,2025-07-05,25-34,Theft from the person,No,IG5 0LA
S0274,Harper Thomas,"female, 6'1"", denim jacket",13,2025-07-05,25-34,Theft from the person,No,DA16 2AR
S0006,Charles Smith,"male, 5'7"", blue jeans",8,2025-05-23,35-44,Bicycle theft,No,EC2A 3QF
S1173,Elizabeth Harris,"female, 6'0"", denim jacket",15,2025-06-07,55+,Bicycle theft,No,BR1 3DB
S0913,Harper Anderson,"male, 5'4"", tracksuit",19,2025-07-31,35-44,Theft from the person,No,SM1 3RB
S1131,Betty Young,"female, 5'6"", denim jacket",14,2025-06-07,18-24,Bicycle theft,No,N3 1NB
S1431,Joseph Carter,"male, 5'7"", baseball cap",8,2025-06-20,18-24,Bicycle theft,No,E6 6ZF
S1292,Charlotte Brown,"female, 5'9"", leather jacket",10,2025-06-15,25-34,Theft from the person,No,EN2 6HG
S1314,Sandra Thompson,"female, 5'7"", dark coat",13,2025-06-12,45-54,Theft from the person,Yes,UB2 4XS
S1135,Joseph Thompson,"female, 5'4"", leather jacket",9,2025-05-14,55+,Bicycle theft,No,E17 6HN
S0462,Helen Allen,"female, 5'7"", baseball cap",13,2025-05-04,25-34,Bicycle theft,No,UB6 8YY
S0510,James Adams,"male, 6'1"", baseball cap",24,2025-06-19,25-34,Bicycle theft,Yes,EN2 7AU
S1167,Sophia Williams,"female, 5'5"", blue jeans",34,2025-05-02,55+,Bicycle theft,No,W2 2DU
S1059,Michael Davis,"male, 5'5"", blue jeans",12,2025-07-26,25-34,Bicycle theft,Yes,EN8 7RS
S1126,Jennifer King,"male, 6'1"", leather jacket",18,2025-05-11,35-44,Theft from the person,No,SE4 9EE
S0949,James White,"male, 5'10"", tracksuit",9,2025-07-29,35-44,Bicycle theft,Yes,SW2 1WQ
S0138,Joshua Rivera,"male, 6'1"", grey sweater",29,2025-05-16,35-44,Theft from the person,No,NW10 6UH
S0496,Nancy Walker,"female, 6'2"", white t-shirt",2,2025-05-13,35-44,Theft from the person,Yes,W4 9NU
S1401,Olivia Wright,"male, 5'7"", red jacket",17,2025-07-19,18-24,Theft from the person,Yes,BR5 3NA
S0870,Richard Wright,"female, 5'7"", white t-shirt",15,2025-05-07,25-34,Theft from the person,Yes,W10 9BQ
S1483,Helen Flores,"female, 6'1"", baseball cap",30,2025-05-25,25-34,Theft from the person,Yes,N4 1GP
S1484,Andrew Clark,"female, 5'7"", grey sweater",12,2025-07-29,25-34,Theft from the person,Yes,RM9 9NB
S0123,Charlotte Gonzalez,"female, 5'6"", grey sweater",5,2025-07-17,45-54,Theft from the person,No,N10 3XH
S0351,Charles Mitchell,"female, 6'2"", baseball cap",9,2025-07-29,18-24,Theft from the person,No,NW11 1JA
S0014,Olivia Thompson,"male, 5'4"", dark coat",17,2025-06-22,25-34,Theft from the person,No,SE14 5QQ
S1176,Linda Young,"female, 5'9"", tracksuit",1,2025-05-24,55+,Bicycle theft,Yes,IG11 0AB
S0860,Barbara Adams,"female, 5'7"", black hoodie",13,2025-05-05,35-44,Theft from the person,Yes,SE1 3WU
S0600,Ruth Hill,"female, 5'11"", white t-shirt",11,2025-06-11,45-54,Bicycle theft,No,SE5 8RD
S1091,Sandra Smith,"male, 6'2"", dark coat",28,2025-05-31,25-34,Theft from the person,No,CR2 5AL
S1496,James Williams,"female, 5'8"", denim jacket",23,2025-05-29,18-24,Bicycle theft,Yes,W4 1XW
S1112,Matthew Robinson,"female, 6'2"", blue jeans",13,2025-07-07,55+,Bicycle theft,Yes,DA8 9HE
S0648,Andrew White,"male, 6'0"", denim jacket",4,2025-07-06,45-54,Bicycle theft,No,E6 4LF
S1431,Joseph Carter,"male, 5'7"", baseball cap",5,2025-07-21,35-44,Theft from the person,No,SW11 2FZ
S0373,Christopher Robinson,"female, 5'7"", red jacket",14,2025-07-04,25-34,Theft from the person,Yes,E11 1RS
S1374,Jessica Sanchez,"male, 6'2"", grey sweater",19,2025-05-13,25-34,Theft from the person,Yes,CR9 1YE
